J2000_NAME,B1950_NAME,PC_J2000,PC_B1950,RA_J2000,DEC_J2000,POS_REF,ALT_NAME,BAND,A,B,C,D,FLUX_JY,UVMIN_kL,UVMAX_kL
1008+063,1005+066,A,A,10h08m00.816171s,"06d21'21.215060""",Aug01,None,2cm,U,W,W,W,0.4,None,None
1008+063,1005+066,A,A,10h08m00.816171s,"06d21'21.215060""",Aug01,None,0.7cm,Q,W,W,W,0.3,None,None
1010+828,1003+830,B,B,10h10m15.783046s,"82d50'14.384080""",Aug01,None,20cm,L,S,S,S,0.90,6,None
1010+828,1003+830,B,B,10h10m15.783046s,"82d50'14.384080""",Aug01,None,6cm,C,P,P,P,0.76,None,None
1010+828,1003+830,B,B,10h10m15.783046s,"82d50'14.384080""",Aug01,None,3.7cm,X,S,S,S,0.40,None,None
1010+828,1003+830,B,B,10h10m15.783046s,"82d50'14.384080""",Aug01,None,2cm,U,S,S,S,0.60,None,None
1010+828,1003+830,B,B,10h10m15.783046s,"82d50'14.384080""",Aug01,None,0.7cm,Q,W,W,W,0.33,None,None
1011+064,1008+066,T,T,10h11m00.3600s,"06d24'40.200""",Oct99,3C238,20cm,L,X,X,S,2.9,6,None
1012+232,1009+234,B,B,10h12m16.3896s,"23d12'14.612""",Aug01,JVAS,0.7cm,Q,W,W,W,0.37,None,None
1013+347,1010+350,A,A,10h13m49.614027s,"34d45'50.783770""",Aug01,CJ2,20cm,L,S,S,S,0.50,10,None
1013+347,1010+350,A,A,10h13m49.614027s,"34d45'50.783770""",Aug01,CJ2,6cm,C,S,S,S,0.41,None,None
1013+347,1010+350,A,A,10h13m49.614027s,"34d45'50.783770""",Aug01,CJ2,3.7cm,X,S,S,S,0.37,None,None
1013+347,1010+350,A,A,10h13m49.614027s,"34d45'50.783770""",Aug01,CJ2,0.7cm,Q,W,W,W,0.15,None,None
1013+248,1011+250,A,A,10h13m53.428737s,"24d49'16.441100""",Aug01,None,20cm,L,S,X,X,0.60,20,None
1013+248,1011+250,A,A,10h13m53.428737s,"24d49'16.441100""",Aug01,None,6cm,C,P,P,P,0.80,None,None
1013+248,1011+250,A,A,10h13m53.428737s,"24d49'16.441100""",Aug01,None,3.7cm,X,P,P,P,1.05,None,None
1013+248,1011+250,A,A,10h13m53.428737s,"24d49'16.441100""",Aug01,None,2cm,U,P,P,P,0.90,None,None
1013+248,1011+250,A,A,10h13m53.428737s,"24d49'16.441100""",Aug01,None,0.7cm,Q,W,W,W,0.36,None,None
1014+230,1012+232,A,A,10h14m47.065445s,"23d01'16.570910""",Aug01,None,20cm,L,X,X,X,0.70,None,None
1014+230,1012+232,A,A,10h14m47.065445s,"23d01'16.570910""",Aug01,None,6cm,C,P,S,X,1.30,15,None
1014+230,1012+232,A,A,10h14m47.065445s,"23d01'16.570910""",Aug01,None,3.7cm,X,S,S,S,1.20,100,None
1014+230,1012+232,A,A,10h14m47.065445s,"23d01'16.570910""",Aug01,None,2cm,U,S,S,S,0.91,None,None
1014+230,1012+232,A,A,10h14m47.065445s,"23d01'16.570910""",Aug01,None,0.7cm,Q,S,S,S,0.9,None,None
1015+124,1013+127,A,A,10h15m44.023405s,"12d27'07.069280""",Aug01,JVAS,0.7cm,Q,W,W,W,0.37,None,None
1016+052,1013+054,A,A,10h16m03.136474s,"05d13'02.340380""",Aug01,JVAS,0.7cm,Q,W,W,W,0.23,None,None
1016+206,1013+208,A,A,10h16m44.322063s,"20d37'47.305260""",Aug01,None,20cm,L,S,S,X,0.76,30,None
1016+206,1013+208,A,A,10h16m44.322063s,"20d37'47.305260""",Aug01,None,6cm,C,P,P,S,0.72,None,None
1016+206,1013+208,A,A,10h16m44.322063s,"20d37'47.305260""",Aug01,None,3.7cm,X,P,P,P,1.05,None,None
1016+206,1013+208,A,A,10h16m44.322063s,"20d37'47.305260""",Aug01,None,2cm,U,S,S,S,0.70,None,None
1016+206,1013+208,A,A,10h16m44.322063s,"20d37'47.305260""",Aug01,None,0.7cm,Q,W,W,W,0.3,None,None
1017+612,1014+615,A,A,10h17m25.887578s,"61d16'27.496720""",Aug01,CJ2,20cm,L,S,X,X,0.42,40,None
1017+612,1014+615,A,A,10h17m25.887578s,"61d16'27.496720""",Aug01,CJ2,6cm,C,S,S,S,0.64,None,None
1017+612,1014+615,A,A,10h17m25.887578s,"61d16'27.496720""",Aug01,CJ2,3.7cm,X,S,S,S,0.57,None,None
1017+612,1014+615,A,A,10h17m25.887578s,"61d16'27.496720""",Aug01,CJ2,0.7cm,Q,W,W,W,0.33,None,None
1018-317,1015-314,C,C,10h18m09.2675s,"-31d44'13.983""",Dec99,None,20cm,L,X,S,P,3.70,60,None
1018-317,1015-314,C,C,10h18m09.2675s,"-31d44'13.983""",Dec99,None,6cm,C,X,S,P,1.40,60,None
1018-317,1015-314,C,C,10h18m09.2675s,"-31d44'13.983""",Dec99,None,3.7cm,X,X,X,S,0.85,60,None
1018-317,1015-314,C,C,10h18m09.2675s,"-31d44'13.983""",Dec99,None,2cm,U,X,X,S,0.50,60,None
1018-317,1015-314,C,C,10h18m09.2675s,"-31d44'13.983""",Dec99,None,0.7cm,Q,W,W,W,0.17,None,None
1018+357,1015+359,A,A,10h18m10.988079s,"35d42'39.441310""",Aug01,None,20cm,L,S,S,X,0.80,20,None
1018+357,1015+359,A,A,10h18m10.988079s,"35d42'39.441310""",Aug01,None,6cm,C,P,P,P,0.90,None,None
1018+357,1015+359,A,A,10h18m10.988079s,"35d42'39.441310""",Aug01,None,3.7cm,X,P,P,P,0.64,None,None
1018+357,1015+359,A,A,10h18m10.988079s,"35d42'39.441310""",Aug01,None,2cm,U,S,S,S,0.70,None,None
1018+357,1015+359,A,A,10h18m10.988079s,"35d42'39.441310""",Aug01,None,0.7cm,Q,W,W,W,0.15,None,None
1018+055,1015+057,A,A,10h18m27.848293s,"05d30'29.961330""",Aug01,JVAS,0.7cm,Q,W,W,W,0.43,None,None
1018-313,1016-311,C,C,10h18m28.7520s,"-31d23'53.878""",None,None,20cm,L,X,X,X,0.4,None,None
1018-313,1016-311,C,C,10h18m28.7520s,"-31d23'53.878""",None,None,3.7cm,X,S,S,S,0.58,None,None
1018-313,1016-311,C,C,10h18m28.7520s,"-31d23'53.878""",None,None,0.7cm,Q,W,W,W,0.48,None,None
1019+633,1016+635,C,C,10h19m50.878890s,"63d20'01.638330""",Aug01,JVAS,0.7cm,Q,W,W,W,0.21,None,None
1020-428,1018-426,T,T,10h20m03.3547s,"-42d51'41.536""",None,None,20cm,L,X,X,S,4.00,12,None
1020-428,1018-426,T,T,10h20m03.3547s,"-42d51'41.536""",None,None,6cm,C,X,X,X,2.00,15,None
1020-428,1018-426,T,T,10h20m03.3547s,"-42d51'41.536""",None,None,0.7cm,Q,W,W,W,0.19,None,None
1021+346,1018+348,A,A,10h21m17.474691s,"34d37'21.665110""",Aug01,JVAS,0.7cm,Q,W,W,W,0.12,None,None
1021+219,1019+222,T,T,10h21m54.5289s,"21d59'30.440""",None,3C241,90cm,P,S,S,S,8,None,None
1021+219,1019+222,T,T,10h21m54.5289s,"21d59'30.440""",None,3C241,20cm,L,X,S,S,1.7,30,None
1021+219,1019+222,T,T,10h21m54.5289s,"21d59'30.440""",None,3C241,3.7cm,X,X,X,X,0.16,None,None
1022+306,1019+309,C,C,10h22m30.2992s,"30d41'04.933""",None,None,20cm,L,S,S,X,0.90,20,None
1022+306,1019+309,C,C,10h22m30.2992s,"30d41'04.933""",None,None,6cm,C,S,S,S,0.55,None,None
1022+306,1019+309,C,C,10h22m30.2992s,"30d41'04.933""",None,None,3.7cm,X,S,S,S,0.34,None,None
1022+306,1019+309,C,C,10h22m30.2992s,"30d41'04.933""",None,None,0.7cm,Q,W,W,W,0.09,None,None
1022+426,1019+429,B,B,10h22m13.1324s,"42d39'25.617""",Nov02,JVAS,0.7cm,Q,W,W,W,0.22,None,None
1023+398,1020+400,A,A,10h23m11.565623s,"39d48'15.385390""",Aug01,None,3.7cm,X,S,S,X,1.0,200,None
1023+398,1020+400,A,A,10h23m11.565623s,"39d48'15.385390""",Aug01,None,2cm,U,S,S,S,1.14,100,None
1023+398,1020+400,A,A,10h23m11.565623s,"39d48'15.385390""",Aug01,None,0.7cm,Q,W,W,W,0.3,None,None
1024-008,1021-006,B,B,10h24m29.586611s,"-00d52'55.497850""",Aug01,None,20cm,L,P,S,S,1.00,4.5,None
1024-008,1021-006,B,B,10h24m29.586611s,"-00d52'55.497850""",Aug01,None,6cm,C,S,S,S,0.80,None,None
1024-008,1021-006,B,B,10h24m29.586611s,"-00d52'55.497850""",Aug01,None,3.7cm,X,P,P,P,0.55,None,None
1024-008,1021-006,B,B,10h24m29.586611s,"-00d52'55.497850""",Aug01,None,2cm,U,S,S,S,0.40,None,None
1024-008,1021-006,B,B,10h24m29.586611s,"-00d52'55.497850""",Aug01,None,0.7cm,Q,W,W,W,0.13,None,None
1024+192,1022+194,A,A,10h24m44.809590s,"19d12'20.415390""",Aug01,None,20cm,L,X,X,X,0.6,None,None
1024+192,1022+194,A,A,10h24m44.809590s,"19d12'20.415390""",Aug01,None,3.7cm,X,S,S,X,0.63,20,None
1024+192,1022+194,A,A,10h24m44.809590s,"19d12'20.415390""",Aug01,None,0.7cm,Q,W,W,W,0.45,None,None
1025+128,1023+131,A,A,10h25m56.285358s,"12d53'49.022240""",Aug01,None,2cm,U,S,S,S,0.7,None,None
1025+128,1023+131,A,A,10h25m56.285358s,"12d53'49.022240""",Aug01,None,0.7cm,Q,W,W,W,0.6,None,None
1027+480,1024+483,B,B,10h27m13.0788s,"48d03'13.518""",Nov02,JVAS,0.7cm,Q,W,W,W,0.13,None,None
1027+744,1023+747,B,B,10h27m24.1486s,"74d28'26.097""",Nov02,JVAS,0.7cm,Q,W,W,W,0.14,None,None
1028+029,1025+031,A,A,10h28m20.401279s,"02d55'22.471330""",Aug01,JVAS,0.7cm,Q,W,W,W,0.13,None,None
1029+053,1026+055,B,B,10h29m21.8307s,"05d19'38.756""",Aug01,JVAS,0.7cm,Q,W,W,W,0.15,None,None
1031+603,1028+605,B,B,10h31m44.756287s,"60d20'30.364230""",Aug01,JVAS,0.7cm,Q,?,W,W,0.33,None,None
1033+412,1030+415,A,A,10h33m03.707841s,"41d16'06.232970""",Aug01,None,20cm,L,P,S,X,0.60,20,None
1033+412,1030+415,A,A,10h33m03.707841s,"41d16'06.232970""",Aug01,None,6cm,C,S,S,S,0.60,None,None
1033+412,1030+415,A,A,10h33m03.707841s,"41d16'06.232970""",Aug01,None,3.7cm,X,P,P,S,0.84,30,None
1033+412,1030+415,A,A,10h33m03.707841s,"41d16'06.232970""",Aug01,None,2cm,U,S,S,S,0.50,None,None
1033+412,1030+415,A,A,10h33m03.707841s,"41d16'06.232970""",Aug01,None,0.7cm,Q,W,W,W,0.33,None,None
1033-343,1030-340,T,T,10h33m13.0866s,"-34d18'45.424""",None,None,90cm,P,S,S,S,7,20,None
1033-343,1030-340,T,T,10h33m13.0866s,"-34d18'45.424""",None,None,20cm,L,X,X,S,1.4,20,None
1033+395,1030+398,A,A,10h33m22.060988s,"39d35'51.083370""",Aug01,CJ2,20cm,L,S,S,S,0.43,6,None
1033+395,1030+398,A,A,10h33m22.060988s,"39d35'51.083370""",Aug01,CJ2,6cm,C,S,S,S,0.63,None,None
1033+395,1030+398,A,A,10h33m22.060988s,"39d35'51.083370""",Aug01,CJ2,3.7cm,X,P,P,P,0.50,None,None
1033+395,1030+398,A,A,10h33m22.060988s,"39d35'51.083370""",Aug01,CJ2,2cm,U,S,S,S,0.40,None,None
1033+395,1030+398,A,A,10h33m22.060988s,"39d35'51.083370""",Aug01,CJ2,0.7cm,Q,X,X,X,0.0,None,None
1033+608,1030+611,A,A,10h33m51.428998s,"60d51'07.334570""",Aug01,CJ2,20cm,L,S,S,X,0.50,20,None
1033+608,1030+611,A,A,10h33m51.428998s,"60d51'07.334570""",Aug01,CJ2,6cm,C,S,S,S,0.60,None,None
1033+608,1030+611,A,A,10h33m51.428998s,"60d51'07.334570""",Aug01,CJ2,3.7cm,X,S,S,S,0.47,None,None
1033+608,1030+611,A,A,10h33m51.428998s,"60d51'07.334570""",Aug01,CJ2,2cm,U,S,S,S,0.50,None,None
1033+608,1030+611,A,A,10h33m51.428998s,"60d51'07.334570""",Aug01,CJ2,0.7cm,Q,W,W,W,0.4,None,None
1035-201,1032-199,A,A,10h35m02.155274s,"-20d11'34.359750""",Aug01,None,20cm,L,X,X,X,0.90,None,None
1035-201,1032-199,A,A,10h35m02.155274s,"-20d11'34.359750""",Aug01,None,6cm,C,S,S,S,1.00,None,None
1035-201,1032-199,A,A,10h35m02.155274s,"-20d11'34.359750""",Aug01,None,3.7cm,X,P,P,P,1.58,None,None
1035-201,1032-199,A,A,10h35m02.155274s,"-20d11'34.359750""",Aug01,None,2cm,U,S,S,S,0.90,None,None
1035-201,1032-199,A,A,10h35m02.155274s,"-20d11'34.359750""",Aug01,None,0.7cm,Q,S,S,S,0.7,None,None
1035+564,1031+567,A,A,10h35m07.0399s,"56d28'46.792""",None,None,20cm,L,P,P,P,1.85,None,None
1035+564,1031+567,A,A,10h35m07.0399s,"56d28'46.792""",None,None,6cm,C,P,P,P,1.22,None,None
1035+564,1031+567,A,A,10h35m07.0399s,"56d28'46.792""",None,None,3.7cm,X,S,P,P,0.80,400,None
1035+564,1031+567,A,A,10h35m07.0399s,"56d28'46.792""",None,None,2cm,U,S,S,S,0.40,None,None
1035+564,1031+567,A,A,10h35m07.0399s,"56d28'46.792""",None,None,0.7cm,Q,W,W,W,0.11,None,None
1037-295,1034-293,B,B,10h37m16.079734s,"-29d34'02.813220""",Aug01,None,20cm,L,P,S,X,1.00,20,None
1037-295,1034-293,B,B,10h37m16.079734s,"-29d34'02.813220""",Aug01,None,6cm,C,P,P,P,1.40,None,None
1037-295,1034-293,B,B,10h37m16.079734s,"-29d34'02.813220""",Aug01,None,3.7cm,X,P,P,P,1.90,None,None
1037-295,1034-293,B,B,10h37m16.079734s,"-29d34'02.813220""",Aug01,None,2cm,U,P,P,P,1.30,None,None
1037-295,1034-293,B,B,10h37m16.079734s,"-29d34'02.813220""",Aug01,None,0.7cm,Q,S,S,S,0.9,None,None
1037+044,1035+046,B,B,10h37m39.3399s,"04d24'01.749""",Nov02,JVAS,0.7cm,Q,W,W,W,0.10,None,None
1037+285,1034+288,B,B,10h37m43.8340s,"28d34'59.450""",Mar02,JVAS,0.7cm,Q,W,W,W,0.12,None,None
1038+052,1036+054,B,B,10h38m46.7803s,"05d12'29.096""",Nov02,JVAS,0.7cm,Q,S,S,S,1.76,None,None
1038+427,1035+430,B,B,10h38m18.1899s,"42d44'42.766""",Nov02,JVAS,0.7cm,Q,W,W,W,0.13,None,None
1039-156,1036-154,A,A,10h39m06.705086s,"-15d41'06.691840""",Aug01,None,20cm,L,S,S,X,0.50,20,None
1039-156,1036-154,A,A,10h39m06.705086s,"-15d41'06.691840""",Aug01,None,6cm,C,S,S,S,0.40,None,None
1039-156,1036-154,A,A,10h39m06.705086s,"-15d41'06.691840""",Aug01,None,3.7cm,X,P,P,P,0.80,None,None
1039-156,1036-154,A,A,10h39m06.705086s,"-15d41'06.691840""",Aug01,None,0.7cm,Q,W,W,W,0.38,None,None
1041+061,1038+064,A,A,10h41m17.162504s,"06d10'16.923780""",Aug01,None,20cm,L,S,S,S,1.28,10,None
1041+061,1038+064,A,A,10h41m17.162504s,"06d10'16.923780""",Aug01,None,3.7cm,X,P,P,P,1.40,None,None
1041+061,1038+064,A,A,10h41m17.162504s,"06d10'16.923780""",Aug01,None,0.7cm,Q,S,S,S,0.97,None,None
1041+210,1038+212,B,B,10h41m27.1034s,"21d01'41.497""",Mar02,JVAS,0.7cm,Q,W,W,W,0.12,None,None
1041+525,1038+528,B,B,10h41m46.7800s,"52d33'28.217""",Nov02,JVAS,0.7cm,Q,W,W,W,0.27,None,None
1041+027,1039+029,T,T,10h41m38.8819s,"02d42'30.816""",None,None,90cm,P,X,S,S,7,2,7
1041+027,1039+029,T,T,10h41m38.8819s,"02d42'30.816""",None,None,20cm,L,X,X,S,2.8,7,None
1042+120,1040+123,A,A,10h42m44.605212s,"12d03'31.264070""",Aug01,3C245,20cm,L,X,X,S,3.20,5,None
1042+120,1040+123,A,A,10h42m44.605212s,"12d03'31.264070""",Aug01,3C245,6cm,C,X,X,X,1.80,5,None
1042+120,1040+123,A,A,10h42m44.605212s,"12d03'31.264070""",Aug01,3C245,2cm,U,X,X,X,0.00,None,None
1043+241,1040+244,A,A,10h43m09.035777s,"24d08'35.409460""",Aug01,None,2cm,U,S,S,S,0.8,None,None
1043+241,1040+244,A,A,10h43m09.035777s,"24d08'35.409460""",Aug01,None,0.7cm,Q,W,W,W,0.8,None,None
1044+533,1041+536,A,A,10h44m10.673017s,"53d22'20.541520""",Aug01,CJ2,20cm,L,S,S,X,0.41,10,None
1044+533,1041+536,A,A,10h44m10.673017s,"53d22'20.541520""",Aug01,CJ2,6cm,C,S,S,S,0.41,None,None
1044+533,1041+536,A,A,10h44m10.673017s,"53d22'20.541520""",Aug01,CJ2,3.7cm,X,S,S,S,0.39,None,None
1044+533,1041+536,A,A,10h44m10.673017s,"53d22'20.541520""",Aug01,CJ2,0.7cm,Q,W,W,W,0.19,None,None
1044+809,1039+811,A,A,10h44m23.062554s,"80d54'39.443030""",Aug01,None,20cm,L,S,S,S,0.80,6,None
1044+809,1039+811,A,A,10h44m23.062554s,"80d54'39.443030""",Aug01,None,6cm,C,P,P,P,0.80,None,None
1044+809,1039+811,A,A,10h44m23.062554s,"80d54'39.443030""",Aug01,None,3.7cm,X,P,P,P,1.03,None,None
1044+809,1039+811,A,A,10h44m23.062554s,"80d54'39.443030""",Aug01,None,2cm,U,S,S,S,0.50,None,None
1044+809,1039+811,A,A,10h44m23.062554s,"80d54'39.443030""",Aug01,None,0.7cm,Q,W,W,W,0.59,None,None
1044+069,1042+071,A,A,10h44m55.911239s,"06d55'38.262770""",Aug01,None,20cm,L,X,X,X,0.50,None,None
1044+069,1042+071,A,A,10h44m55.911239s,"06d55'38.262770""",Aug01,None,3.7cm,X,S,S,X,0.36,40,None
1044+069,1042+071,A,A,10h44m55.911239s,"06d55'38.262770""",Aug01,None,2cm,U,W,W,W,0.25,40,None
1044+069,1042+071,A,A,10h44m55.911239s,"06d55'38.262770""",Aug01,None,0.7cm,Q,W,W,W,0.21,None,None
1045+175,1042+178,B,B,10h45m14.3605s,"17d35'48.088""",Mar02,JVAS,0.7cm,Q,W,W,W,0.53,None,None
1048-191,1045-188,A,A,10h48m06.620606s,"-19d09'35.726950""",Aug01,None,20cm,L,S,X,X,0.70,60,None
1048-191,1045-188,A,A,10h48m06.620606s,"-19d09'35.726950""",Aug01,None,6cm,C,P,S,X,0.90,50,None
1048-191,1045-188,A,A,10h48m06.620606s,"-19d09'35.726950""",Aug01,None,3.7cm,X,P,P,S,0.87,30,None
1048-191,1045-188,A,A,10h48m06.620606s,"-19d09'35.726950""",Aug01,None,2cm,U,P,P,P,1.30,None,None
1048-191,1045-188,A,A,10h48m06.620606s,"-19d09'35.726950""",Aug01,None,0.7cm,Q,S,S,S,2.3,None,None
1048+009,1045+011,B,B,10h48m07.7454s,"00d55'43.478""",Nov02,JVAS,0.7cm,Q,W,W,W,0.15,None,None
1048+717,1044+719,A,A,10h48m27.619917s,"71d43'35.938280""",Aug01,None,20cm,L,S,S,S,0.70,6,None
1048+717,1044+719,A,A,10h48m27.619917s,"71d43'35.938280""",Aug01,None,6cm,C,P,P,P,1.00,None,None
1048+717,1044+719,A,A,10h48m27.619917s,"71d43'35.938280""",Aug01,None,3.7cm,X,P,P,P,1.95,None,None
1048+717,1044+719,A,A,10h48m27.619917s,"71d43'35.938280""",Aug01,None,2cm,U,P,P,P,1.30,None,None
1048+717,1044+719,A,A,10h48m27.619917s,"71d43'35.938280""",Aug01,None,0.7cm,Q,W,W,W,0.5,None,None
1048-412,1046-409,C,C,10h48m38.2710s,"-41d14'00.080""",May02,None,0.7cm,Q,W,W,W,0.21,None,None
1051+204,1048+207,B,B,10h51m01.3738s,"20d27'20.008""",Mar02,JVAS,0.7cm,Q,W,W,W,0.12,None,None
1051-316,1048-313,A,A,10h51m04.777538s,"-31d38'14.307410""",Aug01,None,20cm,L,S,S,X,0.70,15,None
1051-316,1048-313,A,A,10h51m04.777538s,"-31d38'14.307410""",Aug01,None,6cm,C,S,S,S,0.60,None,None
1051-316,1048-313,A,A,10h51m04.777538s,"-31d38'14.307410""",Aug01,None,3.7cm,X,P,P,P,0.77,None,None
1051-316,1048-313,A,A,10h51m04.777538s,"-31d38'14.307410""",Aug01,None,2cm,U,S,S,S,0.30,None,None
1051-316,1048-313,A,A,10h51m04.777538s,"-31d38'14.307410""",Aug01,None,0.7cm,Q,W,W,W,0.27,None,None
1051+213,1049+215,A,A,10h51m48.789073s,"21d19'52.314110""",Aug01,None,20cm,L,X,X,X,1.00,None,None
1051+213,1049+215,A,A,10h51m48.789073s,"21d19'52.314110""",Aug01,None,6cm,C,P,P,P,0.90,None,None
1051+213,1049+215,A,A,10h51m48.789073s,"21d19'52.314110""",Aug01,None,3.7cm,X,P,P,P,1.03,None,None
1051+213,1049+215,A,A,10h51m48.789073s,"21d19'52.314110""",Aug01,None,2cm,U,S,S,S,0.80,None,None
1051+213,1049+215,A,A,10h51m48.789073s,"21d19'52.314110""",Aug01,None,0.7cm,Q,W,W,W,0.7,None,None
1056+701,1053+704,A,A,10h56m53.617492s,"70d11'45.915850""",Aug01,None,20cm,L,S,S,S,0.53,6,None
1056+701,1053+704,A,A,10h56m53.617492s,"70d11'45.915850""",Aug01,None,6cm,C,P,P,P,0.70,None,None
1056+701,1053+704,A,A,10h56m53.617492s,"70d11'45.915850""",Aug01,None,3.7cm,X,P,P,P,0.90,None,None
1056+701,1053+704,A,A,10h56m53.617492s,"70d11'45.915850""",Aug01,None,2cm,U,S,S,S,0.80,None,None
1056+701,1053+704,A,A,10h56m53.617492s,"70d11'45.915850""",Aug01,None,0.7cm,Q,W,W,W,0.33,None,None
1057-245,1055-242,C,C,10h57m55.410047s,"-24d33'48.871750""",Aug01,None,20cm,L,S,P,P,1.00,120,None
1057-245,1055-242,C,C,10h57m55.410047s,"-24d33'48.871750""",Aug01,None,6cm,C,X,S,S,0.60,120,None
1057-245,1055-242,C,C,10h57m55.410047s,"-24d33'48.871750""",Aug01,None,3.7cm,X,X,X,S,0.40,120,None
1057-245,1055-242,C,C,10h57m55.410047s,"-24d33'48.871750""",Aug01,None,2cm,U,X,X,X,0.20,None,None
1058+430,1055+433,B,B,10h58m02.9208s,"43d04'41.505""",Nov02,JVAS,0.7cm,Q,W,W,W,0.14,None,None
1058+564,1055+567,B,B,10h58m37.7262s,"56d28'11.183""",Nov02,JVAS,0.7cm,Q,W,W,W,0.12,None,None
1058+812,1053+815,A,A,10h58m11.535365s,"81d14'32.675210""",Aug01,None,20cm,L,X,X,X,0.42,None,None
1058+812,1053+815,A,A,10h58m11.535365s,"81d14'32.675210""",Aug01,None,6cm,C,S,S,S,0.69,None,None
1058+812,1053+815,A,A,10h58m11.535365s,"81d14'32.675210""",Aug01,None,3.7cm,X,P,P,P,0.57,None,None
1058+812,1053+815,A,A,10h58m11.535365s,"81d14'32.675210""",Aug01,None,2cm,U,S,S,S,0.80,None,None
1058+812,1053+815,A,A,10h58m11.535365s,"81d14'32.675210""",Aug01,None,0.7cm,Q,W,W,W,0.50,None,None
1058+015,1055+018,A,A,10h58m29.605209s,"01d33'58.823720""",Aug01,None,20cm,L,S,S,X,3.00,20,None
1058+015,1055+018,A,A,10h58m29.605209s,"01d33'58.823720""",Aug01,None,6cm,C,P,P,P,3.20,None,None
1058+015,1055+018,A,A,10h58m29.605209s,"01d33'58.823720""",Aug01,None,3.7cm,X,P,P,P,3.75,None,None
1058+015,1055+018,A,A,10h58m29.605209s,"01d33'58.823720""",Aug01,None,2cm,U,P,P,P,4.0,None,None
1058+015,1055+018,A,A,10h58m29.605209s,"01d33'58.823720""",Aug01,None,0.7cm,Q,S,S,S,3.4,None,None
1059+209,1056+212,B,B,10h59m39.0424s,"20d57'21.995""",Nov02,JVAS,0.7cm,Q,W,W,W,0.34,None,None
1101+390,1058+393,B,B,11h01m30.0704s,"39d04'32.621""",Mar02,JVAS,0.7cm,Q,W,W,W,0.45,None,None
1101+724,1058+726,A,A,11h01m48.805364s,"72d25'37.118280""",Aug01,None,20cm,L,X,X,S,1.19,None,None
1101+724,1058+726,A,A,11h01m48.805364s,"72d25'37.118280""",Aug01,None,3.7cm,X,X,X,X,0.61,None,None
1101+724,1058+726,A,A,11h01m48.805364s,"72d25'37.118280""",Aug01,None,0.7cm,Q,W,W,W,0.31,None,None
1102+279,1059+282,A,A,11h02m14.288458s,"27d57'08.689940""",Aug01,None,20cm,L,S,S,X,0.48,15,None
1102+279,1059+282,A,A,11h02m14.288458s,"27d57'08.689940""",Aug01,None,6cm,C,P,P,P,0.68,None,None
1102+279,1059+282,A,A,11h02m14.288458s,"27d57'08.689940""",Aug01,None,3.7cm,X,S,S,S,0.32,None,None
1102+279,1059+282,A,A,11h02m14.288458s,"27d57'08.689940""",Aug01,None,0.7cm,Q,?,?,?,0.16,None,None
1103+302,1100+305,A,A,11h03m13.301894s,"30d14'42.702380""",Aug01,None,2cm,U,W,W,W,0.4,None,None
1103+302,1100+305,A,A,11h03m13.301894s,"30d14'42.702380""",Aug01,None,0.7cm,Q,W,W,W,0.5,None,None
1103+220,1100+223,A,A,11h03m23.067684s,"22d03'37.720150""",Aug01,None,20cm,L,S,S,S,0.56,6,None
1103+220,1100+223,A,A,11h03m23.067684s,"22d03'37.720150""",Aug01,None,6cm,C,S,S,S,0.50,None,None
1103+119,1100+122,B,B,11h03m03.5299s,"11d58'16.610""",Nov02,JVAS,0.7cm,Q,W,W,W,0.21,None,None
1103-328,1101-325,A,A,11h03m31.526418s,"-32d51'16.691690""",Aug01,None,20cm,L,X,X,X,0.6,None,None
1103-328,1101-325,A,A,11h03m31.526418s,"-32d51'16.691690""",Aug01,None,6cm,C,S,S,X,0.5,50,None
1103-328,1101-325,A,A,11h03m31.526418s,"-32d51'16.691690""",Aug01,None,3.7cm,X,S,S,X,0.43,50,None
1103-328,1101-325,A,A,11h03m31.526418s,"-32d51'16.691690""",Aug01,None,0.7cm,Q,W,W,W,0.19,None,None
1104+382,1101+384,A,A,11h04m27.313943s,"38d12'31.799190""",Aug01,None,20cm,L,S,S,X,0.60,15,None
1104+382,1101+384,A,A,11h04m27.313943s,"38d12'31.799190""",Aug01,None,6cm,C,S,S,S,0.60,5,300
1104+382,1101+384,A,A,11h04m27.313943s,"38d12'31.799190""",Aug01,None,0.7cm,Q,W,W,W,0.6,None,None
1104+606,1101+609,B,B,11h04m53.6946s,"60d38'55.287""",Nov02,JVAS,0.7cm,Q,W,W,W,0.18,None,None
1106-211,1103-208,T,T,11h06m22.3200s,"-21d08'59.642""",None,None,20cm,L,X,X,X,2.40,3,None
1106-211,1103-208,T,T,11h06m22.3200s,"-21d08'59.642""",None,None,6cm,C,X,X,X,0.00,None,None
1106-211,1103-208,T,T,11h06m22.3200s,"-21d08'59.642""",None,None,2cm,U,X,X,X,0.00,None,None
1106+282,1103+284,B,B,11h06m07.2596s,"28d12'47.041""",Nov02,JVAS,0.7cm,Q,W,W,W,0.36,None,None
1107-448,1104-445,B,B,11h07m08.694135s,"-44d49'07.618440""",Aug01,None,20cm,L,P,P,P,2.20,None,None
1107-448,1104-445,B,B,11h07m08.694135s,"-44d49'07.618440""",Aug01,None,6cm,C,P,P,P,2.60,None,None
1107-448,1104-445,B,B,11h07m08.694135s,"-44d49'07.618440""",Aug01,None,3.7cm,X,P,P,P,2.85,None,None
