J2000_NAME,B1950_NAME,PC_J2000,PC_B1950,RA_J2000,DEC_J2000,POS_REF,ALT_NAME,BAND,A,B,C,D,FLUX_JY,UVMIN_kL,UVMAX_kL
2145+112,2142+110,B,B,21h45m18.7756s,"11d15'27.297""",Jun02,JVAS,0.7cm,Q,W,W,W,0.31,None,None
2146-154,2143-156,A,A,21h46m22.979340s,"-15d25'43.885260""",Aug01,None,20cm,L,S,S,S,0.70,None,None
2146-154,2143-156,A,A,21h46m22.979340s,"-15d25'43.885260""",Aug01,None,6cm,C,S,S,S,0.60,None,None
2146-154,2143-156,A,A,21h46m22.979340s,"-15d25'43.885260""",Aug01,None,3.7cm,X,P,P,P,0.50,None,None
2146-154,2143-156,A,A,21h46m22.979340s,"-15d25'43.885260""",Aug01,None,2cm,U,S,S,S,0.40,None,None
2146-154,2143-156,A,A,21h46m22.979340s,"-15d25'43.885260""",Aug01,None,0.7cm,Q,W,W,W,0.40,None,None
2147+094,2144+092,A,A,21h47m10.162971s,"09d29'46.672450""",Aug01,None,20cm,L,X,X,S,0.8,15,None
2147+094,2144+092,A,A,21h47m10.162971s,"09d29'46.672450""",Aug01,None,6cm,C,S,S,S,1.30,None,None
2147+094,2144+092,A,A,21h47m10.162971s,"09d29'46.672450""",Aug01,None,3.7cm,X,P,P,P,0.82,None,None
2147+094,2144+092,A,A,21h47m10.162971s,"09d29'46.672450""",Aug01,None,2cm,U,S,S,S,0.60,None,None
2147+094,2144+092,A,A,21h47m10.162971s,"09d29'46.672450""",Aug01,None,0.7cm,Q,W,W,W,0.55,None,None
2148+069,2145+067,A,A,21h48m05.458679s,"06d57'38.604220""",Aug01,None,20cm,L,P,P,P,2.57,None,None
2148+069,2145+067,A,A,21h48m05.458679s,"06d57'38.604220""",Aug01,None,6cm,C,P,P,P,2.50,None,None
2148+069,2145+067,A,A,21h48m05.458679s,"06d57'38.604220""",Aug01,None,3.7cm,X,P,P,P,6.60,None,None
2148+069,2145+067,A,A,21h48m05.458679s,"06d57'38.604220""",Aug01,None,2cm,U,P,P,P,3.00,None,None
2148+069,2145+067,A,A,21h48m05.458679s,"06d57'38.604220""",Aug01,None,0.7cm,Q,S,S,S,7.6,None,None
2148+611,2146+608,C,C,21h48m16.0454s,"61d07'05.838""",Feb97,None,20cm,L,P,P,S,2.23,7,None
2148+611,2146+608,C,C,21h48m16.0454s,"61d07'05.838""",Feb97,None,6cm,C,S,P,P,1.22,400,None
2148+611,2146+608,C,C,21h48m16.0454s,"61d07'05.838""",Feb97,None,3.7cm,X,S,P,P,0.82,400,None
2148+611,2146+608,C,C,21h48m16.0454s,"61d07'05.838""",Feb97,None,2cm,U,X,S,S,0.80,400,None
2148+611,2146+608,C,C,21h48m16.0454s,"61d07'05.838""",Feb97,None,0.7cm,Q,W,W,W,0.38,None,None
2149-130,2146-133,T,T,21h49m28.6525s,"-13d04'25.161""",None,None,90cm,P,S,S,S,6,1,13
2149-130,2146-133,T,T,21h49m28.6525s,"-13d04'25.161""",None,None,20cm,L,X,X,S,1.70,8,None
2149-130,2146-133,T,T,21h49m28.6525s,"-13d04'25.161""",None,None,6cm,C,X,X,X,None,None,None
2149-130,2146-133,T,T,21h49m28.6525s,"-13d04'25.161""",None,None,3.7cm,X,X,X,X,0.29,None,None
2149-130,2146-133,T,T,21h49m28.6525s,"-13d04'25.161""",None,None,2cm,U,X,X,X,None,None,None
2149+079,2147+077,B,B,21h49m35.2640s,"07d56'25.355""",Nov02,JVAS,0.7cm,Q,W,W,W,0.11,None,None
2150+148,2147+145,C,C,21h50m23.6016s,"14d49'47.908""",None,3C437.1,20cm,L,X,X,X,0.80,None,None
2150+148,2147+145,C,C,21h50m23.6016s,"14d49'47.908""",None,3C437.1,6cm,C,X,S,S,0.70,150,None
2150+148,2147+145,C,C,21h50m23.6016s,"14d49'47.908""",None,3C437.1,3.7cm,X,S,X,X,0.30,300,None
2150+148,2147+145,C,C,21h50m23.6016s,"14d49'47.908""",None,3C437.1,2cm,U,X,X,X,0.10,None,None
2151+071,2149+069,A,A,21h51m31.429323s,"07d09'26.783920""",Aug01,None,20cm,L,S,S,X,0.85,10,None
2151+071,2149+069,A,A,21h51m31.429323s,"07d09'26.783920""",Aug01,None,6cm,C,S,S,S,0.70,None,None
2151+071,2149+069,A,A,21h51m31.429323s,"07d09'26.783920""",Aug01,None,3.7cm,X,P,P,P,0.70,None,None
2151+071,2149+069,A,A,21h51m31.429323s,"07d09'26.783920""",Aug01,None,2cm,U,S,S,S,0.50,None,None
2151+071,2149+069,A,A,21h51m31.429323s,"07d09'26.783920""",Aug01,None,0.7cm,Q,W,W,W,0.40,None,None
2151+058,2149+056,A,A,21h51m37.875501s,"05d52'12.954350""",Aug01,None,20cm,L,P,P,P,0.80,None,None
2151+058,2149+056,A,A,21h51m37.875501s,"05d52'12.954350""",Aug01,None,6cm,C,P,P,P,1.00,None,None
2151+058,2149+056,A,A,21h51m37.875501s,"05d52'12.954350""",Aug01,None,3.7cm,X,P,P,P,0.63,None,None
2151+058,2149+056,A,A,21h51m37.875501s,"05d52'12.954350""",Aug01,None,2cm,U,S,S,S,0.30,None,None
2151+058,2149+056,A,A,21h51m37.875501s,"05d52'12.954350""",Aug01,None,0.7cm,Q,W,W,W,0.21,None,None
2151-304,2149-306,A,A,21h51m55.524001s,"-30d27'53.698170""",Aug01,None,20cm,L,X,X,X,1.00,None,None
2151-304,2149-306,A,A,21h51m55.524001s,"-30d27'53.698170""",Aug01,None,6cm,C,S,S,S,1.10,None,None
2151-304,2149-306,A,A,21h51m55.524001s,"-30d27'53.698170""",Aug01,None,3.7cm,X,P,P,P,1.12,None,None
2151-304,2149-306,A,A,21h51m55.524001s,"-30d27'53.698170""",Aug01,None,2cm,U,S,S,S,0.70,None,None
2151-304,2149-306,A,A,21h51m55.524001s,"-30d27'53.698170""",Aug01,None,0.7cm,Q,S,S,S,0.98,None,None
2152-284,2149-287,T,T,21h52m03.7352s,"-28d28'28.218""",None,None,90cm,P,S,S,S,6,1,15
2152-284,2149-287,T,T,21h52m03.7352s,"-28d28'28.218""",None,None,20cm,L,X,X,S,2.7,15,None
2152-284,2149-287,T,T,21h52m03.7352s,"-28d28'28.218""",None,None,6cm,C,X,X,X,1.2,15,None
2152+175,2150+173,A,A,21h52m24.819405s,"17d34'37.794820""",Aug01,None,20cm,L,P,S,S,0.80,5,None
2152+175,2150+173,A,A,21h52m24.819405s,"17d34'37.794820""",Aug01,None,6cm,C,S,S,S,0.70,None,None
2152+175,2150+173,A,A,21h52m24.819405s,"17d34'37.794820""",Aug01,None,3.7cm,X,P,P,P,0.63,None,None
2152+175,2150+173,A,A,21h52m24.819405s,"17d34'37.794820""",Aug01,None,2cm,U,S,S,S,0.8,None,None
2152+175,2150+173,A,A,21h52m24.819405s,"17d34'37.794820""",Aug01,None,0.7cm,Q,S,S,S,0.7,None,None
2153+433,2151+431,B,B,21h53m50.9585s,"43d22'54.497""",Jun02,JVAS,0.7cm,Q,W,W,W,0.12,None,None
2154+174,2152+172,B,B,21h54m40.9018s,"17d27'50.824""",Feb02,JVAS,0.7cm,Q,W,W,W,0.2,None,None
2155+228,2152+226,B,B,21h55m06.4583s,"22d50'22.251""",Feb02,JVAS,0.7cm,Q,W,W,W,0.27,None,None
2156+485,2154+482,T,T,21h56m37.9064s,"48d30'27.590""",None,None,90cm,P,X,S,S,5,1,8
2156+485,2154+482,T,T,21h56m37.9064s,"48d30'27.590""",None,None,20cm,L,X,X,S,1.60,8,None
2156+485,2154+482,T,T,21h56m37.9064s,"48d30'27.590""",None,None,6cm,C,X,X,X,0.45,8,None
2156+485,2154+482,T,T,21h56m37.9064s,"48d30'27.590""",None,None,2cm,U,X,X,X,0.00,None,None
2157+102,2154+100,B,B,21h57m12.8616s,"10d14'24.801""",Feb02,JVAS,0.7cm,Q,W,W,W,0.23,None,None
2157+314,2155+312,B,B,21h57m28.8242s,"31d27'01.361""",Feb02,JVAS,0.7cm,Q,W,W,W,0.39,None,None
2158-150,2155-152,A,A,21h58m06.281901s,"-15d01'09.328090""",Aug01,None,20cm,L,X,X,X,2.30,3,None
2158-150,2155-152,A,A,21h58m06.281901s,"-15d01'09.328090""",Aug01,None,6cm,C,P,P,P,1.30,None,None
2158-150,2155-152,A,A,21h58m06.281901s,"-15d01'09.328090""",Aug01,None,3.7cm,X,P,P,P,2.15,None,None
2158-150,2155-152,A,A,21h58m06.281901s,"-15d01'09.328090""",Aug01,None,2cm,U,P,P,P,1.30,None,None
2158-150,2155-152,A,A,21h58m06.281901s,"-15d01'09.328090""",Aug01,None,0.7cm,Q,S,S,S,1.2,None,None
2158-302,2155-304,A,A,21h58m52.065093s,"-30d13'32.118420""",Aug01,None,20cm,L,S,S,X,0.43,10,None
2158-302,2155-304,A,A,21h58m52.065093s,"-30d13'32.118420""",Aug01,None,6cm,C,S,S,S,0.4,None,None
2158-302,2155-304,A,A,21h58m52.065093s,"-30d13'32.118420""",Aug01,None,3.7cm,X,S,S,S,0.44,None,None
2158-302,2155-304,A,A,21h58m52.065093s,"-30d13'32.118420""",Aug01,None,0.7cm,Q,W,W,W,0.26,None,None
2200+105,2157+102,B,B,22h00m07.9335s,"10d30'07.903""",Feb02,JVAS,0.7cm,Q,W,W,W,0.12,None,None
2200+216,2157+213,B,B,22h00m14.1984s,"21d37'57.013""",Feb02,JVAS,0.7cm,Q,W,W,W,0.10,None,None
2201+032,2158+029,B,B,22h01m27.5079s,"3d12'15.142""",Feb02,JVAS,0.7cm,Q,W,W,W,0.10,None,None
2201+508,2159+505,A,A,22h01m43.537273s,"50d48'56.388690""",Aug01,None,2cm,U,S,S,S,0.6,None,None
2201+508,2159+505,A,A,22h01m43.537273s,"50d48'56.388690""",Aug01,None,0.7cm,Q,W,W,W,0.5,None,None
2202+422,2200+420,A,A,22h02m43.291377s,"42d16'39.979940""",Aug01,BLLAC,20cm,L,P,P,P,6.07,None,None
2202+422,2200+420,A,A,22h02m43.291377s,"42d16'39.979940""",Aug01,BLLAC,6cm,C,P,P,P,5.40,None,None
2202+422,2200+420,A,A,22h02m43.291377s,"42d16'39.979940""",Aug01,BLLAC,3.7cm,X,P,P,P,3.95,None,None
2202+422,2200+420,A,A,22h02m43.291377s,"42d16'39.979940""",Aug01,BLLAC,2cm,U,P,P,P,3.50,None,None
2202+422,2200+420,A,A,22h02m43.291377s,"42d16'39.979940""",Aug01,BLLAC,0.7cm,Q,S,S,S,2.5,None,None
2203+317,2201+315,A,A,22h03m14.975790s,"31d45'38.269940""",Aug01,None,20cm,L,P,P,S,1.50,10,None
2203+317,2201+315,A,A,22h03m14.975790s,"31d45'38.269940""",Aug01,None,6cm,C,P,P,P,1.40,10,None
2203+317,2201+315,A,A,22h03m14.975790s,"31d45'38.269940""",Aug01,None,3.7cm,X,P,P,P,3.70,None,None
2203+317,2201+315,A,A,22h03m14.975790s,"31d45'38.269940""",Aug01,None,2cm,U,P,P,S,1.10,None,None
2203+317,2201+315,A,A,22h03m14.975790s,"31d45'38.269940""",Aug01,None,0.7cm,Q,S,S,S,1.6,None,None
2203+626,2201+624,T,T,22h03m20.9623s,"62d40'34.271""",None,3C440,90cm,P,X,S,S,9,1,10
2203+626,2201+624,T,T,22h03m20.9623s,"62d40'34.271""",None,3C440,20cm,L,X,X,P,2.75,10,None
2203+626,2201+624,T,T,22h03m20.9623s,"62d40'34.271""",None,3C440,6cm,C,X,X,X,0.97,10,None
2203+626,2201+624,T,T,22h03m20.9623s,"62d40'34.271""",None,3C440,2cm,U,X,X,X,0.00,None,None
2203+626,2201+624,T,T,22h03m20.9623s,"62d40'34.271""",None,3C440,0.7cm,Q,X,X,X,0.34,None,None
2203+174,2201+171,A,A,22h03m26.893691s,"17d25'48.247840""",Aug01,None,2cm,U,P,P,P,1.7,None,None
2203+174,2201+171,A,A,22h03m26.893691s,"17d25'48.247840""",Aug01,None,0.7cm,Q,S,S,S,2.4,None,None
2204+365,2202+363,B,B,22h04m21.0997s,"36d32'37.094""",Feb02,JVAS,0.7cm,Q,W,W,W,0.13,None,None
2206-185,2203-188,B,B,22h06m10.417082s,"-18d35'38.746520""",Aug01,None,90cm,P,S,S,S,10,1,None
2206-185,2203-188,B,B,22h06m10.417082s,"-18d35'38.746520""",Aug01,None,20cm,L,X,X,S,6.44,20,None
2206-185,2203-188,B,B,22h06m10.417082s,"-18d35'38.746520""",Aug01,None,6cm,C,P,S,S,3.80,50,300
2206-185,2203-188,B,B,22h06m10.417082s,"-18d35'38.746520""",Aug01,None,3.7cm,X,X,S,S,3.00,100,300
2206-185,2203-188,B,B,22h06m10.417082s,"-18d35'38.746520""",Aug01,None,2cm,U,X,S,S,2.20,300,None
2206-185,2203-188,B,B,22h06m10.417082s,"-18d35'38.746520""",Aug01,None,0.7cm,Q,?,W,W,0.7,None,None
2207+168,2205+166,B,B,22h07m52.8674s,"16d52'17.837""",Feb02,JVAS,0.7cm,Q,W,W,W,0.10,None,None
2208+653,2206+650,B,B,22h08m03.1104s,"65d19'38.782""",Nov02,JVAS,0.7cm,Q,W,W,W,0.13,None,None
2209+377,2207+374,A,A,22h09m21.425073s,"37d42'18.225670""",Aug01,None,2cm,U,W,W,W,0.4,None,None
2209+377,2207+374,A,A,22h09m21.425073s,"37d42'18.225670""",Aug01,None,0.7cm,Q,W,W,W,0.1,None,None
2209+359,2207+356,B,B,22h09m45.3350s,"35d56'01.138""",Feb02,JVAS,0.7cm,Q,W,W,W,0.17,None,None
2212+239,2209+236,A,A,22h12m05.966318s,"23d55'40.543880""",Aug01,None,20cm,L,S,S,S,0.56,6,None
2212+239,2209+236,A,A,22h12m05.966318s,"23d55'40.543880""",Aug01,None,6cm,C,P,P,P,0.81,None,None
2212+239,2209+236,A,A,22h12m05.966318s,"23d55'40.543880""",Aug01,None,3.7cm,X,P,P,P,0.95,None,None
2212+239,2209+236,A,A,22h12m05.966318s,"23d55'40.543880""",Aug01,None,2cm,U,S,S,S,0.50,None,None
2212+239,2209+236,A,A,22h12m05.966318s,"23d55'40.543880""",Aug01,None,0.7cm,Q,S,S,S,1.1,None,None
2212+331,2209+328,B,B,22h12m07.9781s,"33d08'34.513""",Feb02,JVAS,0.7cm,Q,W,W,W,0.11,None,None
2212+018,2210+016,C,C,22h12m37.9770s,"01d52'51.151""",None,None,20cm,L,P,P,P,2.65,None,None
2212+018,2210+016,C,C,22h12m37.9770s,"01d52'51.151""",None,None,6cm,C,S,P,P,1.10,300,None
2212+018,2210+016,C,C,22h12m37.9770s,"01d52'51.151""",None,None,3.7cm,X,S,P,P,0.60,300,None
2212+018,2210+016,C,C,22h12m37.9770s,"01d52'51.151""",None,None,0.7cm,Q,W,W,W,0.14,None,None
2212+279,2210+277,B,B,22h12m39.1040s,"27d59'38.439""",Feb02,JVAS,0.7cm,Q,W,W,W,0.13,None,None
2212+067,2210+065,B,B,22h12m50.8400s,"06d46'08.720""",Feb02,JVAS,0.7cm,Q,W,W,W,0.16,None,None
2213-254,2210-257,A,A,22h13m02.497951s,"-25d29'30.079710""",Aug01,None,20cm,L,X,X,X,0.00,None,None
2213-254,2210-257,A,A,22h13m02.497951s,"-25d29'30.079710""",Aug01,None,6cm,C,S,S,S,1.20,300,None
2213-254,2210-257,A,A,22h13m02.497951s,"-25d29'30.079710""",Aug01,None,3.7cm,X,S,P,P,0.75,300,None
2213-254,2210-257,A,A,22h13m02.497951s,"-25d29'30.079710""",Aug01,None,2cm,U,X,P,P,1.30,300,None
2213-254,2210-257,A,A,22h13m02.497951s,"-25d29'30.079710""",Aug01,None,0.7cm,Q,W,W,W,0.5,None,None
2214+071,2211+069,B,B,22h14m08.8626s,"7d11'42.382""",Feb02,JVAS,0.7cm,Q,W,W,W,0.11,None,None
2214-385,2211-388,B,B,22h14m38.569313s,"-38d35'45.009880""",Aug01,None,20cm,L,P,P,P,1.89,None,None
2214-385,2211-388,B,B,22h14m38.569313s,"-38d35'45.009880""",Aug01,None,6cm,C,P,P,P,0.80,None,None
2214-385,2211-388,B,B,22h14m38.569313s,"-38d35'45.009880""",Aug01,None,3.7cm,X,P,P,P,0.70,None,None
2214-385,2211-388,B,B,22h14m38.569313s,"-38d35'45.009880""",Aug01,None,0.7cm,Q,W,W,W,0.20,None,None
2216+353,2214+350,A,A,22h16m20.009910s,"35d18'14.180560""",Aug01,None,20cm,L,S,X,X,0.40,30,None
2216+353,2214+350,A,A,22h16m20.009910s,"35d18'14.180560""",Aug01,None,6cm,C,P,P,S,0.69,None,None
2216+353,2214+350,A,A,22h16m20.009910s,"35d18'14.180560""",Aug01,None,3.7cm,X,P,P,P,0.50,None,None
2216+353,2214+350,A,A,22h16m20.009910s,"35d18'14.180560""",Aug01,None,2cm,U,X,X,X,0.25,None,None
2216+353,2214+350,A,A,22h16m20.009910s,"35d18'14.180560""",Aug01,None,0.7cm,Q,W,W,W,0.28,None,None
2216+310,2214+307,B,B,22h16m42.7120s,"31d02'35.365""",Feb02,JVAS,0.7cm,Q,W,W,W,0.14,None,None
2217+243,2214+241,A,A,22h17m00.821186s,"24d21'45.958090""",Aug01,None,2cm,U,S,S,S,0.7,None,None
2217+243,2214+241,A,A,22h17m00.821186s,"24d21'45.958090""",Aug01,None,0.7cm,Q,W,W,W,0.7,None,None
2217+319,2215+316,B,B,22h17m17.5777s,"31d56'49.989""",Feb02,JVAS,0.7cm,Q,W,W,W,0.17,None,None
2217+023,2215+020,A,A,22h17m48.237969s,"02d20'10.712670""",Aug01,None,20cm,L,X,S,S,0.80,6,40
2217+023,2215+020,A,A,22h17m48.237969s,"02d20'10.712670""",Aug01,None,6cm,C,X,X,S,0.75,40,None
2217+023,2215+020,A,A,22h17m48.237969s,"02d20'10.712670""",Aug01,None,3.7cm,X,?,S,S,0.43,None,None
2217+023,2215+020,A,A,22h17m48.237969s,"02d20'10.712670""",Aug01,None,2cm,U,?,S,S,0.50,None,None
2217+023,2215+020,A,A,22h17m48.237969s,"02d20'10.712670""",Aug01,None,0.7cm,Q,X,X,X,0.0,None,None
2218-035,2216-038,A,A,22h18m52.037725s,"-03d35'36.879410""",Aug01,None,20cm,L,X,X,X,1.00,None,None
2218-035,2216-038,A,A,22h18m52.037725s,"-03d35'36.879410""",Aug01,None,6cm,C,P,P,P,3.70,None,None
2218-035,2216-038,A,A,22h18m52.037725s,"-03d35'36.879410""",Aug01,None,3.7cm,X,P,P,P,1.82,None,None
2218-035,2216-038,A,A,22h18m52.037725s,"-03d35'36.879410""",Aug01,None,2cm,U,P,P,P,1.50,None,None
2218-035,2216-038,A,A,22h18m52.037725s,"-03d35'36.879410""",Aug01,None,0.7cm,Q,S,S,S,1.2,None,None
2219+181,2216+178,B,B,22h19m14.0946s,"18d06'35.615""",Feb02,JVAS,0.7cm,Q,W,W,W,0.16,None,None
2219-279,2216-281,T,T,22h19m40.9420s,"-27d56'26.860""",None,None,90cm,P,S,S,S,8,1,None
2219-279,2216-281,T,T,22h19m40.9420s,"-27d56'26.860""",None,None,20cm,L,X,S,S,2.0,20,None
2219-279,2216-281,T,T,22h19m40.9420s,"-27d56'26.860""",None,None,6cm,C,X,X,S,0.46,30,None
2219-279,2216-281,T,T,22h19m40.9420s,"-27d56'26.860""",None,None,3.7cm,X,X,X,S,0.25,30,None
2219-279,2216-281,T,T,22h19m40.9420s,"-27d56'26.860""",None,None,2cm,U,X,X,X,0.15,None,None
2222+122,2220+119,B,B,22h22m52.9906s,"12d13'49.825""",Feb02,JVAS,0.7cm,Q,W,W,W,0.11,None,None
2223+628,2221+625,B,B,22h23m18.0971s,"62d49'33.783""",Nov02,JVAS,0.7cm,Q,W,W,W,0.21,None,None
2224+602,2222+600,C,C,22h24m37.0301s,"60d16'15.572""",Oct01,VERA,3.7cm,X,X,X,X,0.32,None,None
2224+602,2222+600,C,C,22h24m37.0301s,"60d16'15.572""",Oct01,VERA,0.7cm,Q,W,W,W,0.21,None,None
2225+213,2223+210,A,A,22h25m38.047132s,"21d18'06.414850""",Aug01,None,2cm,U,S,S,S,0.6,None,None
2225+213,2223+210,A,A,22h25m38.047132s,"21d18'06.414850""",Aug01,None,0.7cm,Q,W,W,W,0.4,None,None
2225-049,2223-052,A,A,22h25m47.259291s,"-04d57'01.390730""",Aug01,3C446,90cm,P,S,S,S,15,16,None
2225-049,2223-052,A,A,22h25m47.259291s,"-04d57'01.390730""",Aug01,3C446,20cm,L,X,S,S,5.70,45,None
2225-049,2223-052,A,A,22h25m47.259291s,"-04d57'01.390730""",Aug01,3C446,6cm,C,X,X,S,3.80,45,None
2225-049,2223-052,A,A,22h25m47.259291s,"-04d57'01.390730""",Aug01,3C446,3.7cm,X,X,X,S,5.60,60,None
2225-049,2223-052,A,A,22h25m47.259291s,"-04d57'01.390730""",Aug01,3C446,2cm,U,X,X,S,6.60,60,None
2225-049,2223-052,A,A,22h25m47.259291s,"-04d57'01.390730""",Aug01,3C446,0.7cm,Q,?,?,S,2.1,None,None
2226+008,2224+006,A,A,22h26m46.537050s,"00d52'11.331960""",Aug01,None,2cm,U,S,S,S,0.5,None,None
2226+008,2224+006,A,A,22h26m46.537050s,"00d52'11.331960""",Aug01,None,0.7cm,Q,W,W,W,0.6,None,None
2228+443,2226+440,B,B,22h28m50.4644s,"44d19'08.441""",Jun02,JVAS,0.7cm,Q,W,W,W,0.12,None,None
2229-085,2227-088,A,A,22h29m40.084346s,"-08d32'54.435410""",Aug01,None,20cm,L,X,X,S,1.30,25,None
2229-085,2227-088,A,A,22h29m40.084346s,"-08d32'54.435410""",Aug01,None,6cm,C,S,P,P,1.10,None,None
2229-085,2227-088,A,A,22h29m40.084346s,"-08d32'54.435410""",Aug01,None,3.7cm,X,P,P,P,2.30,None,None
2229-085,2227-088,A,A,22h29m40.084346s,"-08d32'54.435410""",Aug01,None,2cm,U,P,P,P,1.40,None,None
2229-085,2227-088,A,A,22h29m40.084346s,"-08d32'54.435410""",Aug01,None,0.7cm,Q,S,S,S,2.3,None,None
2229+012,2227+009,B,B,22h29m51.8023s,"01d14'56.708""",Feb02,JVAS,0.7cm,Q,W,W,W,0.11,None,None
2230+697,2229+695,A,A,22h30m36.469725s,"69d46'28.076980""",Aug01,None,20cm,L,S,S,S,0.55,None,None
2230+697,2229+695,A,A,22h30m36.469725s,"69d46'28.076980""",Aug01,None,6cm,C,P,P,P,1.10,None,None
2230+697,2229+695,A,A,22h30m36.469725s,"69d46'28.076980""",Aug01,None,3.7cm,X,S,S,S,0.38,None,None
2230+697,2229+695,A,A,22h30m36.469725s,"69d46'28.076980""",Aug01,None,2cm,U,P,P,P,1.10,None,None
2230+697,2229+695,A,A,22h30m36.469725s,"69d46'28.076980""",Aug01,None,0.7cm,Q,W,W,W,0.3,None,None
2230-397,2227-399,A,A,22h30m40.278593s,"-39d42'52.067240""",Aug01,None,20cm,L,S,S,X,0.50,15,None
2230-397,2227-399,A,A,22h30m40.278593s,"-39d42'52.067240""",Aug01,None,6cm,C,S,S,X,0.50,50,None
2230-397,2227-399,A,A,22h30m40.278593s,"-39d42'52.067240""",Aug01,None,3.7cm,X,P,P,P,0.50,None,None
2230-397,2227-399,A,A,22h30m40.278593s,"-39d42'52.067240""",Aug01,None,2cm,U,S,S,S,0.60,None,None
2230-397,2227-399,A,A,22h30m40.278593s,"-39d42'52.067240""",Aug01,None,0.7cm,Q,W,W,W,0.46,None,None
2231+541,2229+539,T,T,22h31m19.0220s,"54d09'35.940""",None,None,90cm,P,X,S,X,6.25,1,7
2231+541,2229+539,T,T,22h31m19.0220s,"54d09'35.940""",None,None,20cm,L,X,X,S,1.7,7,None
2231+541,2229+539,T,T,22h31m19.0220s,"54d09'35.940""",None,None,6cm,C,X,X,X,0.60,None,None
2231+541,2229+539,T,T,22h31m19.0220s,"54d09'35.940""",None,None,3.7cm,X,X,X,X,0.37,None,None
2232+117,2230+114,B,B,22h32m36.408914s,"11d43'50.904100""",Aug01,None,90cm,P,S,S,S,8,1,20
2232+117,2230+114,B,B,22h32m36.408914s,"11d43'50.904100""",Aug01,None,20cm,L,X,S,S,6.50,20,None
2232+117,2230+114,B,B,22h32m36.408914s,"11d43'50.904100""",Aug01,None,6cm,C,S,S,S,4.20,None,None
2232+117,2230+114,B,B,22h32m36.408914s,"11d43'50.904100""",Aug01,None,3.7cm,X,S,S,S,2.75,None,None
2232+117,2230+114,B,B,22h32m36.408914s,"11d43'50.904100""",Aug01,None,2cm,U,S,S,S,3.40,None,None
2232+117,2230+114,B,B,22h32m36.408914s,"11d43'50.904100""",Aug01,None,0.7cm,Q,S,S,S,2.5,None,None
2232+628,2230+625,B,B,22h32m22.8655s,"62d49'36.436""",Nov02,JVAS,0.7cm,Q,W,W,W,0.18,None,None
2233+427,2231+425,B,B,22h33m32.4056s,"42d45'39.930""",Feb02,JVAS,0.7cm,Q,W,W,W,0.15,None,None
2236+284,2234+282,A,A,22h36m22.470860s,"28d28'57.413290""",Aug01,None,20cm,L,P,P,P,1.50,None,None
2236+284,2234+282,A,A,22h36m22.470860s,"28d28'57.413290""",Aug01,None,6cm,C,P,P,P,2.00,None,None
2236+284,2234+282,A,A,22h36m22.470860s,"28d28'57.413290""",Aug01,None,3.7cm,X,P,P,P,0.90,None,None
2236+284,2234+282,A,A,22h36m22.470860s,"28d28'57.413290""",Aug01,None,2cm,U,P,P,P,1.50,None,None
2236+284,2234+282,A,A,22h36m22.470860s,"28d28'57.413290""",Aug01,None,0.7cm,Q,S,S,S,0.8,None,None
2236-145,2233-148,A,A,22h36m34.087168s,"-14d33'22.189590""",Aug01,None,20cm,L,S,S,S,0.71,6,None
2236-145,2233-148,A,A,22h36m34.087168s,"-14d33'22.189590""",Aug01,None,6cm,C,P,P,P,0.84,None,None
2236-145,2233-148,A,A,22h36m34.087168s,"-14d33'22.189590""",Aug01,None,3.7cm,X,P,P,P,0.56,None,None
2236-145,2233-148,A,A,22h36m34.087168s,"-14d33'22.189590""",Aug01,None,2cm,U,W,W,W,0.4,None,None
2236-145,2233-148,A,A,22h36m34.087168s,"-14d33'22.189590""",Aug01,None,0.7cm,Q,W,W,W,0.3,None,None
2236+733,2235+731,A,A,22h36m38.597010s,"73d22'52.662140""",Aug01,CJ2,20cm,L,S,S,X,0.30,10,None
2236+733,2235+731,A,A,22h36m38.597010s,"73d22'52.662140""",Aug01,CJ2,6cm,C,S,S,S,0.32,None,None
2236+733,2235+731,A,A,22h36m38.597010s,"73d22'52.662140""",Aug01,CJ2,3.7cm,X,S,S,S,0.35,None,None
2236+733,2235+731,A,A,22h36m38.597010s,"73d22'52.662140""",Aug01,CJ2,0.7cm,Q,W,W,W,0.14,None,None
2238+278,2235+275,B,B,22h38m12.8738s,"27d49'52.783""",Feb02,JVAS,0.7cm,Q,W,W,W,0.19,None,None
2238+127,2236+124,B,B,22h38m34.6048s,"12d42'50.775""",Feb02,JVAS,0.7cm,Q,W,W,W,0.15,None,None
2240+515,2238+512,B,B,22h40m19.8785s,"51d33'11.811""",Jun02,JVAS,0.7cm,Q,W,W,W,0.16,None,None
2241+413,2238+410,A,A,22h41m07.205247s,"41d20'11.618220""",Aug01,CJ2,20cm,L,X,X,X,0.42,10,None
2241+413,2238+410,A,A,22h41m07.205247s,"41d20'11.618220""",Aug01,CJ2,6cm,C,S,S,S,0.32,None,None
2241+413,2238+410,A,A,22h41m07.205247s,"41d20'11.618220""",Aug01,CJ2,3.7cm,X,S,S,S,0.83,None,None
2241+413,2238+410,A,A,22h41m07.205247s,"41d20'11.618220""",Aug01,CJ2,2cm,U,S,S,S,0.4,None,None
2241+413,2238+410,A,A,22h41m07.205247s,"41d20'11.618220""",Aug01,CJ2,0.7cm,Q,W,W,W,0.2,None,None
